GB2312	UTF8	UNICODE	charset 
cdbb	e7aa81	31361	突
cdbc	e59bbe	22270	图
cdbd	e5be92	24466	徒
cdbe	e98094	36884	途
cdbf	e6b682	28034	涂
cdc0	e5b1a0	23648	屠
cdc1	e59c9f	22303	土
cdc2	e59090	21520	吐
cdc3	e58594	20820	兔
cdc4	e6b98d	28237	湍
cdc5	e59ba2	22242	团
cdc6	e68ea8	25512	推
cdc7	e9a293	39059	颓
cdc8	e885bf	33151	腿
cdc9	e89c95	34581	蜕
cdca	e8a4aa	35114	褪
cdcb	e98080	36864	退
cdcc	e5909e	21534	吞
cdcd	e5b1af	23663	屯
cdce	e88780	33216	臀
cdcf	e68b96	25302	拖
cdd0	e68998	25176	托
cdd1	e884b1	33073	脱
cdd2	e9b8b5	40501	鸵
cdd3	e99980	38464	陀
cdd4	e9a9ae	39534	驮
cdd5	e9a9bc	39548	驼
cdd6	e6a4ad	26925	椭
cdd7	e5a6a5	22949	妥
cdd8	e68b93	25299	拓
cdd9	e594be	21822	唾
cdda	e68c96	25366	挖
cddb	e59387	21703	哇
cddc	e89b99	34521	蛙
cddd	e6b4bc	27964	洼
cdde	e5a883	23043	娃
cddf	e793a6	29926	瓦
cde0	e8a29c	34972	袜
cde1	e6adaa	27498	歪
cde2	e5a496	22806	外
cde3	e8b18c	35916	豌
cde4	e5bcaf	24367	弯
cde5	e6b9be	28286	湾
cde6	e78ea9	29609	玩
cde7	e9a1bd	39037	顽
cde8	e4b8b8	20024	丸
cde9	e783b7	28919	烷
cdea	e5ae8c	23436	完
cdeb	e7a297	30871	碗
cdec	e68cbd	25405	挽
cded	e6999a	26202	晚
cdee	e79a96	30358	皖
cdef	e6838b	24779	惋
cdf0	e5ae9b	23451	宛
cdf1	e5a989	23113	婉
cdf2	e4b887	19975	万
cdf3	e88595	33109	腕
cdf4	e6b1aa	27754	汪
cdf5	e78e8b	29579	王
cdf6	e4baa1	20129	亡
cdf7	e69e89	26505	枉
cdf8	e7bd91	32593	网
cdf9	e5be80	24448	往
cdfa	e697ba	26106	旺
cdfb	e69c9b	26395	望
cdfc	e5bf98	24536	忘
cdfd	e5a684	22916	妄
cdfe	e5a881	23041	威
cea1	e5b78d	24013	巍
cea2	e5beae	24494	微
cea3	e58db1	21361	危
cea4	e99fa6	38886	韦
cea5	e8bf9d	36829	违
cea6	e6a185	26693	桅
cea7	e59bb4	22260	围
cea8	e594af	21807	唯
cea9	e6839f	24799	惟
ceaa	e4b8ba	20026	为
ceab	e6bd8d	28493	潍
ceac	e7bbb4	32500	维
cead	e88b87	33479	苇
ceae	e8908e	33806	萎
ceaf	e5a794	22996	委
ceb0	e4bc9f	20255	伟
ceb1	e4bcaa	20266	伪
ceb2	e5b0be	23614	尾
ceb3	e7baac	32428	纬
ceb4	e69caa	26410	未
ceb5	e8949a	34074	蔚
ceb6	e591b3	21619	味
ceb7	e7958f	30031	畏
ceb8	e88383	32963	胃
ceb9	e59682	21890	喂
ceba	e9ad8f	39759	魏
cebb	e4bd8d	20301	位
cebc	e6b8ad	28205	渭
cebd	e8b093	35859	谓
cebe	e5b089	23561	尉
cebf	e685b0	24944	慰
cec0	e58dab	21355	卫
cec1	e7989f	30239	瘟
cec2	e6b8a9	28201	温
cec3	e89a8a	34442	蚊
cec4	e69687	25991	文
cec5	e997bb	38395	闻
cec6	e7bab9	32441	纹
cec7	e590bb	21563	吻
cec8	e7a8b3	31283	稳
cec9	e7b48a	32010	紊
ceca	e997ae	38382	问
cecb	e597a1	21985	嗡
cecc	e7bf81	32705	翁
cecd	e793ae	29934	瓮
cece	e68c9d	25373	挝
cecf	e89c97	34583	蜗
ced0	e6b6a1	28065	涡
ced1	e7aa9d	31389	窝
ced2	e68891	25105	我
ced3	e696a1	26017	斡
ced4	e58da7	21351	卧
ced5	e68fa1	25569	握
ced6	e6b283	27779	沃
ced7	e5b7ab	24043	巫
ced8	e5919c	21596	呜
ced9	e992a8	38056	钨
ceda	e4b98c	20044	乌
cedb	e6b1a1	27745	污
cedc	e8afac	35820	诬
cedd	e5b18b	23627	屋
cede	e697a0	26080	无
cedf	e88a9c	33436	芜
cee0	e6a2a7	26791	梧
cee1	e590be	21566	吾
cee2	e590b4	21556	吴
cee3	e6af8b	27595	毋
cee4	e6ada6	27494	武
cee5	e4ba94	20116	五
cee6	e68d82	25410	捂
cee7	e58d88	21320	午
cee8	e8889e	33310	舞
cee9	e4bc8d	20237	伍
ceea	e4beae	20398	侮
ceeb	e59d9e	22366	坞
ceec	e6888a	25098	戊
ceed	e99bbe	38654	雾
ceee	e699a4	26212	晤
ceef	e789a9	29289	物
cef0	e58bbf	21247	勿
cef1	e58aa1	21153	务
cef2	e6829f	24735	悟
cef3	e8afaf	35823	误
cef4	e69894	26132	昔
cef5	e78699	29081	熙
cef6	e69e90	26512	析
cef7	e8a5bf	35199	西
cef8	e7a192	30802	硒
cef9	e79fbd	30717	矽
cefa	e699b0	26224	晰
cefb	e598bb	22075	嘻
cefc	e590b8	21560	吸
cefd	e994a1	38177	锡
cefe	e789ba	29306	牺
cfa1	e7a880	31232	稀
cfa2	e681af	24687	息
cfa3	e5b88c	24076	希
cfa4	e68289	24713	悉
cfa5	e8869d	33181	膝
cfa6	e5a495	22805	夕
cfa7	e6839c	24796	惜
cfa8	e78684	29060	熄
cfa9	e783af	28911	烯
cfaa	e6baaa	28330	溪
cfab	e6b190	27728	汐
cfac	e78a80	29312	犀
cfad	e6aa84	27268	檄
cfae	e8a2ad	34989	袭
cfaf	e5b8ad	24109	席
cfb0	e4b9a0	20064	习
cfb1	e5aab3	23219	媳
cfb2	e5969c	21916	喜
cfb3	e993a3	38115	铣
cfb4	e6b497	27927	洗
cfb5	e7b3bb	31995	系
cfb6	e99a99	38553	隙
cfb7	e6888f	25103	戏
cfb8	e7bb86	32454	细
cfb9	e79e8e	30606	瞎
cfba	e899be	34430	虾
cfbb	e58ca3	21283	匣
cfbc	e99c9e	38686	霞
cfbd	e8be96	36758	辖
cfbe	e69a87	26247	暇
cfbf	e5b3a1	23777	峡
cfc0	e4bea0	20384	侠
cfc1	e78bad	29421	狭
cfc2	e4b88b	19979	下
cfc3	e58ea6	21414	厦
cfc4	e5a48f	22799	夏
cfc5	e59093	21523	吓
cfc6	e68e80	25472	掀
cfc7	e994a8	38184	锨
cfc8	e58588	20808	先
cfc9	e4bb99	20185	仙
cfca	e9b29c	40092	鲜
cfcb	e7baa4	32420	纤
cfcc	e592b8	21688	咸
cfcd	e8b4a4	36132	贤
cfce	e8a194	34900	衔
cfcf	e888b7	33335	舷
cfd0	e997b2	38386	闲
cfd1	e6b68e	28046	涎
cfd2	e5bca6	24358	弦
cfd3	e5ab8c	23244	嫌
cfd4	e698be	26174	显
cfd5	e999a9	38505	险
cfd6	e78eb0	29616	现
cfd7	e78cae	29486	献
cfd8	e58ebf	21439	县
cfd9	e885ba	33146	腺
cfda	e9a685	39301	馅
cfdb	e7bea1	32673	羡
cfdc	e5aeaa	23466	宪
cfdd	e999b7	38519	陷
cfde	e99990	38480	限
cfdf	e7babf	32447	线
cfe0	e79bb8	30456	相
cfe1	e58ea2	21410	厢
cfe2	e995b6	38262	镶
cfe3	e9a699	39321	香
cfe4	e7aeb1	31665	箱
cfe5	e8a584	35140	襄
cfe6	e6b998	28248	湘
cfe7	e4b9a1	20065	乡
cfe8	e7bf94	32724	翔
cfe9	e7a5a5	31077	祥
cfea	e8afa6	35814	详
cfeb	e683b3	24819	想
cfec	e5938d	21709	响
cfed	e4baab	20139	享
cfee	e9a1b9	39033	项
cfef	e5b7b7	24055	巷
cff0	e6a9a1	27233	橡
cff1	e5838f	20687	像
cff2	e59091	21521	向
cff3	e8b1a1	35937	象
cff4	e890a7	33831	萧
cff5	e7a19d	30813	硝
cff6	e99c84	38660	霄
cff7	e5898a	21066	削
cff8	e593ae	21742	哮
cff9	e59aa3	22179	嚣
cffa	e99480	38144	销
cffb	e6b688	28040	消
cffc	e5aeb5	23477	宵
cffd	e6b786	28102	淆
cffe	e69993	26195	晓
d0a1	e5b08f	23567	小
d0a2	e5ad9d	23389	孝
d0a3	e6a0a1	26657	校
d0a4	e88296	32918	肖
d0a5	e595b8	21880	啸
d0a6	e7ac91	31505	笑
d0a7	e69588	25928	效
d0a8	e6a594	26964	楔
d0a9	e4ba9b	20123	些
d0aa	e6ad87	27463	歇
d0ab	e89d8e	34638	蝎
d0ac	e99e8b	38795	鞋
d0ad	e58d8f	21327	协
d0ae	e68c9f	25375	挟
d0af	e690ba	25658	携
d0b0	e982aa	37034	邪
d0b1	e6969c	26012	斜
d0b2	e88381	32961	胁
d0b3	e8b090	35856	谐
d0b4	e58699	20889	写
d0b5	e6a2b0	26800	械
d0b6	e58db8	21368	卸
d0b7	e89fb9	34809	蟹
d0b8	e68788	25032	懈
d0b9	e6b384	27844	泄
d0ba	e6b3bb	27899	泻
d0bb	e8b0a2	35874	谢
d0bc	e5b191	23633	屑
d0bd	e896aa	34218	薪
d0be	e88aaf	33455	芯
d0bf	e9948c	38156	锌
d0c0	e6aca3	27427	欣
d0c1	e8be9b	36763	辛
d0c2	e696b0	26032	新
d0c3	e5bfbb	24571	忻
d0c4	e5bf83	24515	心
d0c5	e4bfa1	20449	信
d0c6	e8a185	34885	衅
d0c7	e6989f	26143	星
d0c8	e885a5	33125	腥
d0c9	e78ca9	29481	猩
d0ca	e683ba	24826	惺
d0cb	e585b4	20852	兴
d0cc	e58891	21009	刑
d0cd	e59e8b	22411	型
d0ce	e5bda2	24418	形
d0cf	e982a2	37026	邢
d0d0	e8a18c	34892	行
d0d1	e98692	37266	醒
d0d2	e5b9b8	24184	幸
d0d3	e69d8f	26447	杏
d0d4	e680a7	24615	性
d0d5	e5a793	22995	姓
d0d6	e58584	20804	兄
d0d7	e587b6	20982	凶
d0d8	e883b8	33016	胸
d0d9	e58c88	21256	匈
d0da	e6b1b9	27769	汹
d0db	e99b84	38596	雄
d0dc	e7868a	29066	熊
d0dd	e4bc91	20241	休
d0de	e4bfae	20462	修
d0df	e7be9e	32670	羞
d0e0	e69cbd	26429	朽
d0e1	e59785	21957	嗅
d0e2	e99488	38152	锈
d0e3	e7a780	31168	秀
d0e4	e8a296	34966	袖
d0e5	e7bba3	32483	绣
d0e6	e5a29f	22687	墟
d0e7	e6888c	25100	戌
d0e8	e99c80	38656	需
d0e9	e8999a	34394	虚
d0ea	e59898	22040	嘘
d0eb	e9a1bb	39035	须
d0ec	e5be90	24464	徐
d0ed	e8aeb8	35768	许
d0ee	e89384	33988	蓄
d0ef	e98597	37207	酗
d0f0	e58f99	21465	叙
d0f1	e697ad	26093	旭
d0f2	e5ba8f	24207	序
d0f3	e7959c	30044	畜
d0f4	e681a4	24676	恤
d0f5	e7b5ae	32110	絮
d0f6	e5a9bf	23167	婿
d0f7	e7bbaa	32490	绪
d0f8	e7bbad	32493	续
d0f9	e8bda9	36713	轩
d0fa	e596a7	21927	喧
d0fb	e5aea3	23459	宣
d0fc	e682ac	24748	悬
d0fd	e6978b	26059	旋
d0fe	e78e84	29572	玄
d1a1	e98089	36873	选
d1a2	e799a3	30307	癣
d1a3	e79ca9	30505	眩
d1a4	e7bb9a	32474	绚
d1a5	e99db4	38772	靴
d1a6	e8969b	34203	薛
d1a7	e5ada6	23398	学
d1a8	e7a9b4	31348	穴
d1a9	e99baa	38634	雪
d1aa	e8a180	34880	血
d1ab	e58b8b	21195	勋
d1ac	e7868f	29071	熏
d1ad	e5beaa	24490	循
d1ae	e697ac	26092	旬
d1af	e8afa2	35810	询
d1b0	e5afbb	23547	寻
d1b1	e9a9af	39535	驯
d1b2	e5b7a1	24033	巡
d1b3	e6ae89	27529	殉
d1b4	e6b19b	27739	汛
d1b5	e8aead	35757	训
d1b6	e8aeaf	35759	讯
d1b7	e9808a	36874	逊
d1b8	e8bf85	36805	迅
d1b9	e58e8b	21387	压
d1ba	e68abc	25276	押
d1bb	e9b8a6	40486	鸦
d1bc	e9b8ad	40493	鸭
d1bd	e59180	21568	呀
d1be	e4b8ab	20011	丫
d1bf	e88abd	33469	芽
d1c0	e78999	29273	牙
d1c1	e89a9c	34460	蚜
d1c2	e5b496	23830	崖
d1c3	e8a199	34905	衙
d1c4	e6b6af	28079	涯
d1c5	e99b85	38597	雅
d1c6	e59391	21713	哑
d1c7	e4ba9a	20122	亚
d1c8	e8aeb6	35766	讶
d1c9	e78489	28937	焉
d1ca	e592bd	21693	咽
d1cb	e99889	38409	阉
d1cc	e7839f	28895	烟
d1cd	e6b7b9	28153	淹
d1ce	e79b90	30416	盐
d1cf	e4b8a5	20005	严
d1d0	e7a094	30740	研
d1d1	e89c92	34578	蜒
d1d2	e5b2a9	23721	岩
d1d3	e5bbb6	24310	延
d1d4	e8a880	35328	言
d1d5	e9a29c	39068	颜
d1d6	e9988e	38414	阎
d1d7	e7828e	28814	炎
d1d8	e6b2bf	27839	沿
d1d9	e5a584	22852	奄
d1da	e68ea9	25513	掩
d1db	e79cbc	30524	眼
d1dc	e8a18d	34893	衍
d1dd	e6bc94	28436	演
d1de	e889b3	33395	艳
d1df	e5a0b0	22576	堰
d1e0	e78795	29141	燕
d1e1	e58e8c	21388	厌
d1e2	e7a09a	30746	砚
d1e3	e99b81	38593	雁
d1e4	e59481	21761	唁
d1e5	e5bda6	24422	彦
d1e6	e784b0	28976	焰
d1e7	e5aeb4	23476	宴
d1e8	e8b09a	35866	谚
d1e9	e9aa8c	39564	验
d1ea	e6ae83	27523	殃
d1eb	e5a4ae	22830	央
d1ec	e9b8af	40495	鸯
d1ed	e7a7a7	31207	秧
d1ee	e69da8	26472	杨
d1ef	e689ac	25196	扬
d1f0	e4bdaf	20335	佯
d1f1	e796a1	30113	疡
d1f2	e7be8a	32650	羊
d1f3	e6b48b	27915	洋
d1f4	e998b3	38451	阳
d1f5	e6b0a7	27687	氧
d1f6	e4bbb0	20208	仰
d1f7	e79792	30162	痒
d1f8	e585bb	20859	养
d1f9	e6a0b7	26679	样
d1fa	e6bcbe	28478	漾
d1fb	e98280	36992	邀
d1fc	e885b0	33136	腰
d1fd	e5a696	22934	妖
d1fe	e791b6	29814	瑶
d2a1	e69187	25671	摇
d2a2	e5b0a7	23591	尧
d2a3	e981a5	36965	遥
d2a4	e7aa91	31377	窑
d2a5	e8b0a3	35875	谣
d2a6	e5a79a	23002	姚
d2a7	e592ac	21676	咬
d2a8	e88880	33280	舀
d2a9	e88daf	33647	药
d2aa	e8a681	35201	要
d2ab	e88080	32768	耀
d2ac	e6a4b0	26928	椰
d2ad	e5998e	22094	噎
d2ae	e880b6	32822	耶
d2af	e788b7	29239	爷
d2b0	e9878e	37326	野
d2b1	e586b6	20918	冶
d2b2	e4b99f	20063	也
d2b3	e9a1b5	39029	页
d2b4	e68e96	25494	掖
d2b5	e4b89a	19994	业
d2b6	e58fb6	21494	叶
d2b7	e69bb3	26355	曳
d2b8	e8858b	33099	腋
d2b9	e5a49c	22812	夜
d2ba	e6b6b2	28082	液
d2bb	e4b880	19968	一
d2bc	e5a3b9	22777	壹
d2bd	e58cbb	21307	医
d2be	e68f96	25558	揖
d2bf	e993b1	38129	铱
d2c0	e4be9d	20381	依
d2c1	e4bc8a	20234	伊
d2c2	e8a1a3	34915	衣
d2c3	e9a290	39056	颐
d2c4	e5a4b7	22839	夷
d2c5	e98197	36951	遗
d2c6	e7a7bb	31227	移
d2c7	e4bbaa	20202	仪
d2c8	e883b0	33008	胰
d2c9	e79691	30097	疑
d2ca	e6b282	27778	沂
d2cb	e5ae9c	23452	宜
d2cc	e5a7a8	23016	姨
d2cd	e5bd9d	24413	彝
d2ce	e6a485	26885	椅
d2cf	e89a81	34433	蚁
d2d0	e5809a	20506	倚
d2d1	e5b7b2	24050	已
d2d2	e4b999	20057	乙
d2d3	e79fa3	30691	矣
d2d4	e4bba5	20197	以
d2d5	e889ba	33402	艺
d2d6	e68a91	25233	抑
d2d7	e69893	26131	易
d2d8	e98291	37009	邑
d2d9	e5b1b9	23673	屹
d2da	e4babf	20159	亿
d2db	e5bdb9	24441	役
d2dc	e88786	33222	臆
d2dd	e980b8	36920	逸
d2de	e88284	32900	肄
d2df	e796ab	30123	疫
d2e0	e4baa6	20134	亦
d2e1	e8a394	35028	裔
d2e2	e6848f	24847	意
d2e3	e6af85	27589	毅
d2e4	e5bf86	24518	忆
d2e5	e4b989	20041	义
d2e6	e79b8a	30410	益
d2e7	e6baa2	28322	溢
d2e8	e8afa3	35811	诣
d2e9	e8aeae	35758	议
d2ea	e8b08a	35850	谊
d2eb	e8af91	35793	译
d2ec	e5bc82	24322	异
d2ed	e7bfbc	32764	翼
d2ee	e7bf8c	32716	翌
d2ef	e7bb8e	32462	绎
d2f0	e88cb5	33589	茵
d2f1	e88dab	33643	荫
d2f2	e59ba0	22240	因
d2f3	e6aeb7	27575	殷
d2f4	e99fb3	38899	音
d2f5	e998b4	38452	阴
d2f6	e5a7bb	23035	姻
d2f7	e5909f	21535	吟
d2f8	e993b6	38134	银
d2f9	e6b7ab	28139	淫
d2fa	e5af85	23493	寅
d2fb	e9a5ae	39278	饮
d2fc	e5b0b9	23609	尹
d2fd	e5bc95	24341	引
d2fe	e99a90	38544	隐
d3a1	e58db0	21360	印
d3a2	e88bb1	33521	英
d3a3	e6a8b1	27185	樱
d3a4	e5a9b4	23156	婴
d3a5	e9b9b0	40560	鹰
d3a6	e5ba94	24212	应
d3a7	e7bca8	32552	缨
d3a8	e88eb9	33721	莹
d3a9	e890a4	33828	萤
d3aa	e890a5	33829	营
d3ab	e88da7	33639	荧
d3ac	e89d87	34631	蝇
d3ad	e8bf8e	36814	迎
d3ae	e8b5a2	36194	赢
d3af	e79b88	30408	盈
d3b0	e5bdb1	24433	影
d3b1	e9a296	39062	颖
d3b2	e7a1ac	30828	硬
d3b3	e698a0	26144	映
d3b4	e5939f	21727	哟
d3b5	e68ba5	25317	拥
d3b6	e4bda3	20323	佣
d3b7	e88783	33219	臃
d3b8	e79788	30152	痈
d3b9	e5bab8	24248	庸
d3ba	e99b8d	38605	雍
d3bb	e8b88a	36362	踊
d3bc	e89bb9	34553	蛹
d3bd	e5928f	21647	咏
d3be	e6b3b3	27891	泳
d3bf	e6b68c	28044	涌
d3c0	e6b0b8	27704	永
d3c1	e681bf	24703	恿
d3c2	e58b87	21191	勇
d3c3	e794a8	29992	用
d3c4	e5b9bd	24189	幽
d3c5	e4bc98	20248	优
d3c6	e682a0	24736	悠
d3c7	e5bfa7	24551	忧
d3c8	e5b0a4	23588	尤
d3c9	e794b1	30001	由
d3ca	e982ae	37038	邮
d3cb	e99380	38080	铀
d3cc	e78ab9	29369	犹
d3cd	e6b2b9	27833	油
d3ce	e6b8b8	28216	游
d3cf	e98589	37193	酉
d3d0	e69c89	26377	有
d3d1	e58f8b	21451	友
d3d2	e58fb3	21491	右
d3d3	e4bd91	20305	佑
d3d4	e98789	37321	釉
d3d5	e8afb1	35825	诱
d3d6	e58f88	21448	又
d3d7	e5b9bc	24188	幼
d3d8	e8bf82	36802	迂
d3d9	e6b7a4	28132	淤
d3da	e4ba8e	20110	于
d3db	e79b82	30402	盂
d3dc	e6a686	27014	榆
d3dd	e8999e	34398	虞
d3de	e6849a	24858	愚
d3df	e88886	33286	舆
d3e0	e4bd99	20313	余
d3e1	e4bf9e	20446	俞
d3e2	e980be	36926	逾
d3e3	e9b1bc	40060	鱼
d3e4	e68489	24841	愉
d3e5	e6b89d	28189	渝
d3e6	e6b894	28180	渔
d3e7	e99a85	38533	隅
d3e8	e4ba88	20104	予
d3e9	e5a8b1	23089	娱
d3ea	e99ba8	38632	雨
d3eb	e4b88e	19982	与
d3ec	e5b1bf	23679	屿
d3ed	e7a6b9	31161	禹
d3ee	e5ae87	23431	宇
d3ef	e8afad	35821	语
d3f0	e7bebd	32701	羽
d3f1	e78e89	29577	玉
d3f2	e59f9f	22495	域
d3f3	e88a8b	33419	芋
d3f4	e98381	37057	郁
d3f5	e59081	21505	吁
d3f6	e98187	36935	遇
d3f7	e596bb	21947	喻
d3f8	e5b3aa	23786	峪
d3f9	e5bea1	24481	御
d3fa	e68488	24840	愈
d3fb	e6acb2	27442	欲
d3fc	e78bb1	29425	狱
d3fd	e882b2	32946	育
d3fe	e8aa89	35465	誉
d4a1	e6b5b4	28020	浴
d4a2	e5af93	23507	寓
d4a3	e8a395	35029	裕
d4a4	e9a284	39044	预
d4a5	e8b1ab	35947	豫
d4a6	e9a9ad	39533	驭
d4a7	e9b8b3	40499	鸳
d4a8	e6b88a	28170	渊
d4a9	e586a4	20900	冤
d4aa	e58583	20803	元
d4ab	e59ea3	22435	垣
d4ac	e8a281	34945	袁
d4ad	e58e9f	21407	原
d4ae	e68fb4	25588	援
d4af	e8be95	36757	辕
d4b0	e59bad	22253	园
d4b1	e59198	21592	员
d4b2	e59c86	22278	圆
d4b3	e78cbf	29503	猿
d4b4	e6ba90	28304	源
d4b5	e7bc98	32536	缘
d4b6	e8bf9c	36828	远
d4b7	e88b91	33489	苑
d4b8	e684bf	24895	愿
d4b9	e680a8	24616	怨
d4ba	e999a2	38498	院
d4bb	e69bb0	26352	曰
d4bc	e7baa6	32422	约
d4bd	e8b68a	36234	越
d4be	e8b783	36291	跃
d4bf	e992a5	38053	钥
d4c0	e5b2b3	23731	岳
d4c1	e7b2a4	31908	粤
d4c2	e69c88	26376	月
d4c3	e682a6	24742	悦
d4c4	e99885	38405	阅
d4c5	e88098	32792	耘
d4c6	e4ba91	20113	云
d4c7	e983a7	37095	郧
d4c8	e58c80	21248	匀
d4c9	e999a8	38504	陨
d4ca	e58581	20801	允
d4cb	e8bf90	36816	运
d4cc	e895b4	34164	蕴
d4cd	e9859d	37213	酝
d4ce	e69995	26197	晕
d4cf	e99fb5	38901	韵
d4d0	e5ad95	23381	孕
d4d1	e58c9d	21277	匝
d4d2	e7a0b8	30776	砸
d4d3	e69d82	26434	杂
d4d4	e6a0bd	26685	栽
d4d5	e59389	21705	哉
d4d6	e781be	28798	灾
d4d7	e5aeb0	23472	宰
d4d8	e8bdbd	36733	载
d4d9	e5868d	20877	再
d4da	e59ca8	22312	在
d4db	e592b1	21681	咱
d4dc	e69492	25874	攒
d4dd	e69a82	26242	暂
d4de	e8b59e	36190	赞
d4df	e8b583	36163	赃
d4e0	e8848f	33039	脏
d4e1	e891ac	33900	葬
d4e2	e981ad	36973	遭
d4e3	e7b39f	31967	糟
d4e4	e587bf	20991	凿
d4e5	e897bb	34299	藻
d4e6	e69ea3	26531	枣
d4e7	e697a9	26089	早
d4e8	e6bea1	28577	澡
d4e9	e89aa4	34468	蚤
d4ea	e8ba81	36481	躁
d4eb	e599aa	22122	噪
d4ec	e980a0	36896	造
d4ed	e79a82	30338	皂
d4ee	e781b6	28790	灶
d4ef	e787a5	29157	燥
d4f0	e8b4a3	36131	责
d4f1	e68ba9	25321	择
d4f2	e58899	21017	则
d4f3	e6b3bd	27901	泽
d4f4	e8b4bc	36156	贼
d4f5	e6808e	24590	怎
d4f6	e5a29e	22686	增
d4f7	e6868e	24974	憎
d4f8	e69bbe	26366	曾
d4f9	e8b5a0	36192	赠
d4fa	e6898e	25166	扎
d4fb	e596b3	21939	喳
d4fc	e6b8a3	28195	渣
d4fd	e69cad	26413	札
d4fe	e8bda7	36711	轧
d5a1	e993a1	38113	铡
d5a2	e997b8	38392	闸
d5a3	e79ca8	30504	眨
d5a4	e6a085	26629	栅
d5a5	e6a6a8	27048	榨
d5a6	e5928b	21643	咋
d5a7	e4b98d	20045	乍
d5a8	e782b8	28856	炸
d5a9	e8af88	35784	诈
d5aa	e69198	25688	摘
d5ab	e6968b	25995	斋
d5ac	e5ae85	23429	宅
d5ad	e7aa84	31364	窄
d5ae	e580ba	20538	债
d5af	e5afa8	23528	寨
d5b0	e79ebb	30651	瞻
d5b1	e6afa1	27617	毡
d5b2	e8a9b9	35449	詹
d5b3	e7b298	31896	粘
d5b4	e6b2be	27838	沾
d5b5	e79b8f	30415	盏
d5b6	e696a9	26025	斩
d5b7	e8be97	36759	辗
d5b8	e5b4ad	23853	崭
d5b9	e5b195	23637	展
d5ba	e898b8	34360	蘸
d5bb	e6a088	26632	栈
d5bc	e58da0	21344	占
d5bd	e68898	25112	战
d5be	e7ab99	31449	站
d5bf	e6b99b	28251	湛
d5c0	e7bbbd	32509	绽
d5c1	e6a89f	27167	樟
d5c2	e7aba0	31456	章
d5c3	e5bdb0	24432	彰
d5c4	e6bcb3	28467	漳
d5c5	e5bca0	24352	张
d5c6	e68e8c	25484	掌
d5c7	e6b6a8	28072	涨
d5c8	e69d96	26454	杖
d5c9	e4b888	19976	丈
d5ca	e5b890	24080	帐
d5cb	e8b4a6	36134	账
d5cc	e4bb97	20183	仗
d5cd	e88380	32960	胀
d5ce	e798b4	30260	瘴
d5cf	e99a9c	38556	障
d5d0	e68b9b	25307	招
d5d1	e698ad	26157	昭
d5d2	e689be	25214	找
d5d3	e6b2bc	27836	沼
d5d4	e8b5b5	36213	赵
d5d5	e785a7	29031	照
d5d6	e7bda9	32617	罩
d5d7	e58586	20806	兆
d5d8	e88287	32903	肇
d5d9	e58fac	21484	召
d5da	e981ae	36974	遮
d5db	e68a98	25240	折
d5dc	e593b2	21746	哲
d5dd	e89bb0	34544	蛰
d5de	e8be99	36761	辙
d5df	e88085	32773	者
d5e0	e99497	38167	锗
d5e1	e89497	34071	蔗
d5e2	e8bf99	36825	这
d5e3	e6b599	27993	浙
d5e4	e78f8d	29645	珍
d5e5	e6969f	26015	斟
d5e6	e79c9f	30495	真
d5e7	e79484	29956	甄
d5e8	e7a0a7	30759	砧
d5e9	e887bb	33275	臻
d5ea	e8b49e	36126	贞
d5eb	e99288	38024	针
d5ec	e4bea6	20390	侦
d5ed	e69e95	26517	枕
d5ee	e796b9	30137	疹
d5ef	e8af8a	35786	诊
d5f0	e99c87	38663	震
d5f1	e68caf	25391	振
d5f2	e99587	38215	镇
d5f3	e998b5	38453	阵
d5f4	e892b8	33976	蒸
d5f5	e68ca3	25379	挣
d5f6	e79d81	30529	睁
d5f7	e5be81	24449	征
d5f8	e78bb0	29424	狰
d5f9	e4ba89	20105	争
d5fa	e68094	24596	怔
d5fb	e695b4	25972	整
d5fc	e68baf	25327	拯
d5fd	e6ada3	27491	正
d5fe	e694bf	25919	政
d6a1	e5b8a7	24103	帧
d6a2	e79787	30151	症
d6a3	e98391	37073	郑
d6a4	e8af81	35777	证
d6a5	e88a9d	33437	芝
d6a6	e69e9d	26525	枝
d6a7	e694af	25903	支
d6a8	e590b1	21553	吱
d6a9	e89c98	34584	蜘
d6aa	e79fa5	30693	知
d6ab	e882a2	32930	肢
d6ac	e88482	33026	脂
d6ad	e6b181	27713	汁
d6ae	e4b98b	20043	之
d6af	e7bb87	32455	织
d6b0	e8818c	32844	职
d6b1	e79bb4	30452	直
d6b2	e6a48d	26893	植
d6b3	e6ae96	27542	殖
d6b4	e689a7	25191	执
d6b5	e580bc	20540	值
d6b6	e4be84	20356	侄
d6b7	e59d80	22336	址
d6b8	e68c87	25351	指
d6b9	e6ada2	27490	止
d6ba	e8b6be	36286	趾
d6bb	e58faa	21482	只
d6bc	e697a8	26088	旨
d6bd	e7bab8	32440	纸
d6be	e5bf97	24535	志
d6bf	e68c9a	25370	挚
d6c0	e68eb7	25527	掷
d6c1	e887b3	33267	至
d6c2	e887b4	33268	致
d6c3	e7bdae	32622	置
d6c4	e5b89c	24092	帜
d6c5	e5b399	23769	峙
d6c6	e588b6	21046	制
d6c7	e699ba	26234	智
d6c8	e7a7a9	31209	秩
d6c9	e7a89a	31258	稚
d6ca	e8b4a8	36136	质
d6cb	e78299	28825	炙
d6cc	e79794	30164	痔
d6cd	e6bb9e	28382	滞
d6ce	e6b2bb	27835	治
